parent_foodcode,parent_desc,ingred_code,ingred_desc,ingred_wt
75233011,"Summer squash, yellow or green, fresh, cooked, no added fat",11477,"Squash, summer, zucchini, includes skin, raw",50
75233021,"Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type",2047,"Salt, table, iodized",0.3
75233021,"Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type",4321,"Oil, table fat, averaged",3
75233021,"Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type",11467,"Squash, summer, crookneck and straightneck, raw",50
75233021,"Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type",11477,"Squash, summer, zucchini, includes skin, raw",50
75233027,"Summer squash, yellow or green, fresh, cooked with oil",2047,"Salt, table, iodized",0.3
75233027,"Summer squash, yellow or green, fresh, cooked with oil",4322,"Vegetable oil, averaged",3
75233027,"Summer squash, yellow or green, fresh, cooked with oil",11467,"Squash, summer, crookneck and straightneck, raw",50
75233027,"Summer squash, yellow or green, fresh, cooked with oil",11477,"Squash, summer, zucchini, includes skin, raw",50
75233028,"Summer squash, yellow or green, fresh, cooked with butter or margarine",2047,"Salt, table, iodized",0.3
75233028,"Summer squash, yellow or green, fresh, cooked with butter or margarine",4323,"Table fat, averaged",3
75233028,"Summer squash, yellow or green, fresh, cooked with butter or margarine",11467,"Squash, summer, crookneck and straightneck, raw",50
75233028,"Summer squash, yellow or green, fresh, cooked with butter or margarine",11477,"Squash, summer, zucchini, includes skin, raw",50
75502500,"Cabbage, fresh, pickled, Japanese style",2047,"Salt, table, iodized",2.5
75502500,"Cabbage, fresh, pickled, Japanese style",2053,"Vinegar, distilled",5
75502500,"Cabbage, fresh, pickled, Japanese style",11109,"Cabbage, raw",85
75502500,"Cabbage, fresh, pickled, Japanese style",14429,"Beverages, water, tap, municipal",5
75502500,"Cabbage, fresh, pickled, Japanese style",19335,"Sugars, granulated",5
