parent_foodcode,parent_desc,ingred_code,ingred_desc,ingred_wt
11512120,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk and whipped cream",19924,"Syrup, NESTLE, chocolate",56
11513000,"Chocolate milk, made from dry mix, NS as to type of milk",1111,"Milk, averaged fat, with added vitamin A and D",244
11513000,"Chocolate milk, made from dry mix, NS as to type of milk",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513100,"Chocolate milk, made from dry mix with whole milk",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",244
11513100,"Chocolate milk, made from dry mix with whole milk",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513150,"Chocolate milk, made from dry mix with reduced fat milk",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244
11513150,"Chocolate milk, made from dry mix with reduced fat milk",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513200,"Chocolate milk, made from dry mix with low fat milk",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",244
11513200,"Chocolate milk, made from dry mix with low fat milk",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513300,"Chocolate milk, made from dry mix with fat free milk",1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244
11513300,"Chocolate milk, made from dry mix with fat free milk",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513310,"Chocolate milk, made from dry mix with non-dairy milk",14091,"Beverages, almond milk, unsweetened, shelf stable",117.12
11513310,"Chocolate milk, made from dry mix with non-dairy milk",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513310,"Chocolate milk, made from dry mix with non-dairy milk",16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122
11513310,"Chocolate milk, made from dry mix with non-dairy milk",19335,"Sugars, granulated",4.88
11513350,"Chocolate milk, made from reduced sugar mix, NS as to type of milk",1111,"Milk, averaged fat, with added vitamin A and D",244
11513350,"Chocolate milk, made from reduced sugar mix, NS as to type of milk",14063,"Beverages, chocolate powder, no sugar added",11
11513355,"Chocolate milk, made from reduced sugar mix with whole milk",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",244
11513355,"Chocolate milk, made from reduced sugar mix with whole milk",14063,"Beverages, chocolate powder, no sugar added",11
11513360,"Chocolate milk, made from reduced sugar mix with reduced fat milk",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244
11513360,"Chocolate milk, made from reduced sugar mix with reduced fat milk",14063,"Beverages, chocolate powder, no sugar added",11
11513365,"Chocolate milk, made from reduced sugar mix with low fat milk",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",244
11513365,"Chocolate milk, made from reduced sugar mix with low fat milk",14063,"Beverages, chocolate powder, no sugar added",11
11513370,"Chocolate milk, made from reduced sugar mix with fat free milk",1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244
11513370,"Chocolate milk, made from reduced sugar mix with fat free milk",14063,"Beverages, chocolate powder, no sugar added",11
11513375,"Chocolate milk, made from reduced sugar mix with non-dairy milk",14063,"Beverages, chocolate powder, no sugar added",11
11513375,"Chocolate milk, made from reduced sugar mix with non-dairy milk",14091,"Beverages, almond milk, unsweetened, shelf stable",117.12
11513375,"Chocolate milk, made from reduced sugar mix with non-dairy milk",16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122
11513375,"Chocolate milk, made from reduced sugar mix with non-dairy milk",19335,"Sugars, granulated",4.88
11513380,"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)",1111,"Milk, averaged fat, with added vitamin A and D",244
11513380,"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513381,"Chocolate milk, made from dry mix with whole milk (Nesquik)",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",244
11513381,"Chocolate milk, made from dry mix with whole milk (Nesquik)",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513382,"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244
11513382,"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513383,"Chocolate milk, made from dry mix with low fat milk (Nesquik)",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",244
11513383,"Chocolate milk, made from dry mix with low fat milk (Nesquik)",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513384,"Chocolate milk, made from dry mix with fat free milk (Nesquik)",1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244
11513384,"Chocolate milk, made from dry mix with fat free milk (Nesquik)",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513385,"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",14091,"Beverages, almond milk, unsweetened, shelf stable",117.12
11513385,"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513385,"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122
11513385,"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",19335,"Sugars, granulated",4.88
11513390,"Chocolate milk, made from no sugar added dry mix, NS as to type of milk (Nesquik)",1111,"Milk, averaged fat, with added vitamin A and D",244
11513390,"Chocolate milk, made from no sugar added dry mix, NS as to type of milk (Nesquik)",14063,"Beverages, chocolate powder, no sugar added",11
11513391,"Chocolate milk, made from no sugar added dry mix with whole milk (Nesquik)",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",244
11513391,"Chocolate milk, made from no sugar added dry mix with whole milk (Nesquik)",14063,"Beverages, chocolate powder, no sugar added",11
11513392,"Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik)",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244
11513392,"Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik)",14063,"Beverages, chocolate powder, no sugar added",11
11513393,"Chocolate milk, made from no sugar added dry mix with low fat milk (Nesquik)",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",244
11513393,"Chocolate milk, made from no sugar added dry mix with low fat milk (Nesquik)",14063,"Beverages, chocolate powder, no sugar added",11
11513394,"Chocolate milk, made from no sugar added dry mix with fat free milk  (Nesquik)",1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244
11513394,"Chocolate milk, made from no sugar added dry mix with fat free milk  (Nesquik)",14063,"Beverages, chocolate powder, no sugar added",11
11513395,"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",14063,"Beverages, chocolate powder, no sugar added",11
11513395,"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",14091,"Beverages, almond milk, unsweetened, shelf stable",117.12
11513395,"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122
11513395,"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",19335,"Sugars, granulated",4.88
11513400,"Chocolate milk, made from syrup, NS as to type of milk",1111,"Milk, averaged fat, with added vitamin A and D",244
11513400,"Chocolate milk, made from syrup, NS as to type of milk",19924,"Syrup, NESTLE, chocolate",37.5
11513500,"Chocolate milk, made from syrup with whole milk",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",244
11513500,"Chocolate milk, made from syrup with whole milk",19924,"Syrup, NESTLE, chocolate",37.5
11513550,"Chocolate milk, made from syrup with reduced fat milk",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244
11513550,"Chocolate milk, made from syrup with reduced fat milk",19924,"Syrup, NESTLE, chocolate",37.5
11513600,"Chocolate milk, made from syrup with low fat milk",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",244
11513600,"Chocolate milk, made from syrup with low fat milk",19924,"Syrup, NESTLE, chocolate",37.5
11513700,"Chocolate milk, made from syrup with fat free milk",1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244
11513700,"Chocolate milk, made from syrup with fat free milk",19924,"Syrup, NESTLE, chocolate",37.5
11513750,"Chocolate milk, made from syrup with non-dairy milk",14091,"Beverages, almond milk, unsweetened, shelf stable",117.12
11513750,"Chocolate milk, made from syrup with non-dairy milk",16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122
11513750,"Chocolate milk, made from syrup with non-dairy milk",19335,"Sugars, granulated",4.88
11513750,"Chocolate milk, made from syrup with non-dairy milk",19924,"Syrup, NESTLE, chocolate",37.5
11513800,"Chocolate milk, made from light syrup, NS as to type of milk",1111,"Milk, averaged fat, with added vitamin A and D",244
11513800,"Chocolate milk, made from light syrup, NS as to type of milk",19345,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",35
11513801,"Chocolate milk, made from light syrup with whole milk",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",244
11513801,"Chocolate milk, made from light syrup with whole milk",19345,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",35
11513802,"Chocolate milk, made from light syrup with reduced fat milk",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244
11513802,"Chocolate milk, made from light syrup with reduced fat milk",19345,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",35
11513803,"Chocolate milk, made from light syrup with low fat milk",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",244
11513803,"Chocolate milk, made from light syrup with low fat milk",19345,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",35
11513804,"Chocolate milk, made from light syrup with fat free milk",1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244
11513804,"Chocolate milk, made from light syrup with fat free milk",19345,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",35
11513805,"Chocolate milk, made from light syrup with non-dairy milk",14091,"Beverages, almond milk, unsweetened, shelf stable",117.12
11513805,"Chocolate milk, made from light syrup with non-dairy milk",16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122
11513805,"Chocolate milk, made from light syrup with non-dairy milk",19335,"Sugars, granulated",4.88
11513805,"Chocolate milk, made from light syrup with non-dairy milk",19345,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",35
11513850,"Chocolate milk, made from sugar free syrup, NS as to type of milk",1111,"Milk, averaged fat, with added vitamin A and D",244
11513850,"Chocolate milk, made from sugar free syrup, NS as to type of milk",19916,"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",35
11513851,"Chocolate milk, made from sugar free syrup with whole milk",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",244
11513851,"Chocolate milk, made from sugar free syrup with whole milk",19916,"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",35
11513852,"Chocolate milk, made from sugar free syrup with reduced fat milk",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244
11513852,"Chocolate milk, made from sugar free syrup with reduced fat milk",19916,"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",35
11513853,"Chocolate milk, made from sugar free syrup with low fat milk",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",244
11513853,"Chocolate milk, made from sugar free syrup with low fat milk",19916,"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",35
11513854,"Chocolate milk, made from sugar free syrup with fat free milk",1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244
11513854,"Chocolate milk, made from sugar free syrup with fat free milk",19916,"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",35
11513855,"Chocolate milk, made from sugar free syrup with non-dairy milk",14091,"Beverages, almond milk, unsweetened, shelf stable",117.12
11513855,"Chocolate milk, made from sugar free syrup with non-dairy milk",16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122
11513855,"Chocolate milk, made from sugar free syrup with non-dairy milk",19335,"Sugars, granulated",4.88
11513855,"Chocolate milk, made from sugar free syrup with non-dairy milk",19916,"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",35
11514100,"Hot chocolate / Cocoa, made with dry mix and water",14192,"Beverages, Cocoa mix, powder",28
11514100,"Hot chocolate / Cocoa, made with dry mix and water",14411,"Beverages, water, tap, drinking",177.6
11514110,"Hot chocolate / Cocoa, made with dry mix and whole milk",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",183
11514110,"Hot chocolate / Cocoa, made with dry mix and whole milk",14192,"Beverages, Cocoa mix, powder",28
11514120,"Hot chocolate / Cocoa, made with dry mix and reduced fat milk",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",183
11514120,"Hot chocolate / Cocoa, made with dry mix and reduced fat milk",14192,"Beverages, Cocoa mix, powder",28
11514130,"Hot chocolate / Cocoa, made with dry mix and low fat milk",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",183
11514130,"Hot chocolate / Cocoa, made with dry mix and low fat milk",14192,"Beverages, Cocoa mix, powder",28
11514140,"Hot chocolate / Cocoa, made with dry mix and fat free milk",1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",183
11514140,"Hot chocolate / Cocoa, made with dry mix and fat free milk",14192,"Beverages, Cocoa mix, powder",28
11514150,"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",14091,"Beverages, almond milk, unsweetened, shelf stable",88.32
11514150,"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",14192,"Beverages, Cocoa mix, powder",28
11514150,"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",92
11514150,"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",19335,"Sugars, granulated",3.68
11514320,"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",183
11514320,"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk",14196,"Beverages, Cocoa mix, no sugar added, powder",16
11514330,"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",183
11514330,"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk",14196,"Beverages, Cocoa mix, no sugar added, powder",16
11514340,"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",183
11514340,"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk",14196,"Beverages, Cocoa mix, no sugar added, powder",16
11514350,"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk",1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",183
11514350,"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk",14196,"Beverages, Cocoa mix, no sugar added, powder",16
11514360,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",14091,"Beverages, almond milk, unsweetened, shelf stable",88.32
11514360,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",14196,"Beverages, Cocoa mix, no sugar added, powder",16
11514360,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",92
11514360,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",19335,"Sugars, granulated",3.68
11519040,"Strawberry milk, NFS",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244
11519040,"Strawberry milk, NFS",14634,"Beverages, milk beverage, reduced fat, flavored and sweetened, Ready-to-drink,  added calcium, vitamin A and vitamin D",16
11519050,"Strawberry milk, whole",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",244
11519050,"Strawberry milk, whole",14350,"Strawberry-flavor beverage mix, powder",20
11519105,"Strawberry milk, reduced fat",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244
11519105,"Strawberry milk, reduced fat",14350,"Strawberry-flavor beverage mix, powder",16
11519200,"Strawberry milk, low fat",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",244
11519200,"Strawberry milk, low fat",14350,"Strawberry-flavor beverage mix, powder",20
11519205,"Strawberry milk, fat free",1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244
11519205,"Strawberry milk, fat free",14350,"Strawberry-flavor beverage mix, powder",20
11519210,"Strawberry milk, reduced sugar",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",98
11519210,"Strawberry milk, reduced sugar",19335,"Sugars, granulated",2
11519215,"Strawberry milk, non-dairy",14091,"Beverages, almond milk, unsweetened, shelf stable",117.12
11519215,"Strawberry milk, non-dairy",14350,"Strawberry-flavor beverage mix, powder",20
11519215,"Strawberry milk, non-dairy",16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122
11519215,"Strawberry milk, non-dairy",19335,"Sugars, granulated",4.88
11526000,"Milk, malted",1111,"Milk, averaged fat, with added vitamin A and D",244
11526000,"Milk, malted",14315,"Beverages, OVALTINE, chocolate malt powder",11
11531000,Eggnog,1057,Eggnog,100
11541110,"Milk shake, home recipe, chocolate",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",488
11541110,"Milk shake, home recipe, chocolate",19270,"Ice creams, chocolate",296
11541120,"Milk shake, home recipe, flavors other than chocolate",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",488
11541120,"Milk shake, home recipe, flavors other than chocolate",19095,"Ice creams, vanilla",270
11541130,"Milk shake, home recipe, chocolate, light",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",488
11541130,"Milk shake, home recipe, chocolate, light",19114,"Ice creams, chocolate, light",296
11541135,"Milk shake, home recipe, flavors other than chocolate, light",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",488
11541135,"Milk shake, home recipe, flavors other than chocolate, light",19088,"Ice creams, vanilla, light",270
11541400,Milk shake with malt,1077,"Milk, whole, 3.25% milkfat, with added vitamin D",488
11541400,Milk shake with malt,14311,"Beverages, Malted drink mix, natural, powder, dairy based.",29.6
11541400,Milk shake with malt,19095,"Ice creams, vanilla",270
11542100,"Milk shake, fast food, chocolate",14347,"Shake, fast food, vanilla",98
11542100,"Milk shake, fast food, chocolate",19165,"Cocoa, dry powder, unsweetened",2
11542200,"Milk shake, fast food, flavors other than chocolate",14347,"Shake, fast food, vanilla",100
11543000,"Milk shake, bottled, chocolate",14347,"Shake, fast food, vanilla",98
11543000,"Milk shake, bottled, chocolate",19165,"Cocoa, dry powder, unsweetened",2
11543010,"Milk shake, bottled, flavors other than chocolate",14347,"Shake, fast food, vanilla",100
11551050,Licuado or Batido,1111,"Milk, averaged fat, with added vitamin A and D",244
11551050,Licuado or Batido,9040,"Bananas, raw",68
11551050,Licuado or Batido,9316,"Strawberries, raw",54.78
11551050,Licuado or Batido,19335,"Sugars, granulated",19
11553100,"Fruit smoothie, NFS",1111,"Milk, averaged fat, with added vitamin A and D",244
11553100,"Fruit smoothie, NFS",1117,"Yogurt, plain, low fat",198.9441267
11553100,"Fruit smoothie, NFS",9040,"Bananas, raw",118
11553100,"Fruit smoothie, NFS",9054,"Blueberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",150
11553100,"Fruit smoothie, NFS",9318,"Strawberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",149
11553100,"Fruit smoothie, NFS",19297,Jams and preserves,27.12874455
11553100,"Fruit smoothie, NFS",999328,Vitamin D as ingredient,0.02712874455
11553110,"Fruit smoothie, with whole fruit and dairy",1111,"Milk, averaged fat, with added vitamin A and D",244
11553110,"Fruit smoothie, with whole fruit and dairy",1117,"Yogurt, plain, low fat",199.3928729
11553110,"Fruit smoothie, with whole fruit and dairy",9040,"Bananas, raw",118
11553110,"Fruit smoothie, with whole fruit and dairy",9054,"Blueberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",150
11553110,"Fruit smoothie, with whole fruit and dairy",9318,"Strawberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",149
11553110,"Fruit smoothie, with whole fruit and dairy",19297,Jams and preserves,27.18993721
11553110,"Fruit smoothie, with whole fruit and dairy",999328,Vitamin D as ingredient,0.02718993721
11553120,"Fruit smoothie, with whole fruit and dairy, added protein",1111,"Milk, averaged fat, with added vitamin A and D",244
11553120,"Fruit smoothie, with whole fruit and dairy, added protein",1117,"Yogurt, plain, low fat",199.3928729
11553120,"Fruit smoothie, with whole fruit and dairy, added protein",9054,"Blueberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",150
11553120,"Fruit smoothie, with whole fruit and dairy, added protein",9318,"Strawberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",149
11553120,"Fruit smoothie, with whole fruit and dairy, added protein",14066,"Beverages, Protein powder whey based",52
11553120,"Fruit smoothie, with whole fruit and dairy, added protein",19297,Jams and preserves,27.18993721
11553120,"Fruit smoothie, with whole fruit and dairy, added protein",999328,Vitamin D as ingredient,0.02718993721
11553130,"Fruit smoothie juice drink, with dairy",21521,"Fast foods, strawberry banana smoothie made with ice and low-fat yogurt",100
11560000,Chocolate milk drink,43369,"Beverages, Chocolate-flavored drink, whey and milk based",100
11710000,"Infant formula, NFS",3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",8.5
11710000,"Infant formula, NFS",14411,"Beverages, water, tap, drinking",118.4
11710000,"Infant formula, NFS",33863,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium LIPIL, Infant, powder",8.8
11710050,"Infant formula, NS as to form (Similac Expert Care Alimentum)",3935,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA",100
11710051,"Infant formula, ready-to-feed (Similac Expert Care Alimentum)",3935,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA",100
11710053,"Infant formula, powder, made with water, NFS (Similac Expert Care Alimentum)",3935,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA",100
11710054,"Infant formula, powder, made with tap water (Similac Expert Care Alimentum)",3935,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA",100
11710055,"Infant formula, powder, made with plain bottled water (Similac Expert Care Alimentum)",3935,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA",100
11710056,"Infant formula, powder, made with baby water (Similac Expert Care Alimentum)",3935,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA",100
11710350,"Infant formula, NS as to form (Similac Advance)",3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",8.5
11710350,"Infant formula, NS as to form (Similac Advance)",14411,"Beverages, water, tap, drinking",59.2
11710351,"Infant formula, ready-to-feed (Similac Advance)",3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",8.5
11710351,"Infant formula, ready-to-feed (Similac Advance)",14411,"Beverages, water, tap, drinking",59.2
11710352,"Infant formula, liquid concentrate, made with water, NFS (Similac Advance)",3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",8.5
11710352,"Infant formula, liquid concentrate, made with water, NFS (Similac Advance)",14411,"Beverages, water, tap, drinking",59.2
11710353,"Infant formula, powder, made with water, NFS (Similac Advance)",3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",8.5
11710353,"Infant formula, powder, made with water, NFS (Similac Advance)",14411,"Beverages, water, tap, drinking",59.2
11710354,"Infant formula, liquid concentrate, made with tap water (Similac Advance)",3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",8.5
11710354,"Infant formula, liquid concentrate, made with tap water (Similac Advance)",14411,"Beverages, water, tap, drinking",59.2
11710355,"Infant formula, liquid concentrate, made with plain bottled water (Similac Advance)",3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",8.5
11710355,"Infant formula, liquid concentrate, made with plain bottled water (Similac Advance)",14555,"Water, bottled, generic",59.2
11710356,"Infant formula, liquid concentrate, made with baby water (Similac Advance)",3024,"Babyfood, water, bottled, GERBER, without added fluoride",59.2
11710356,"Infant formula, liquid concentrate, made with baby water (Similac Advance)",3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",8.5
11710357,"Infant formula, powder, made with tap water (Similac Advance)",3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",8.5
11710357,"Infant formula, powder, made with tap water (Similac Advance)",14411,"Beverages, water, tap, drinking",59.2
11710358,"Infant formula, powder, made with plain bottled water (Similac Advance)",3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",8.5
11710358,"Infant formula, powder, made with plain bottled water (Similac Advance)",14555,"Water, bottled, generic",59.2
11710359,"Infant formula, powder, made with baby water (Similac Advance)",3024,"Babyfood, water, bottled, GERBER, without added fluoride",59.2
11710359,"Infant formula, powder, made with baby water (Similac Advance)",3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",8.5
11710360,"Infant formula, NS as to form (Similac Advance Organic)",3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",8.5
11710360,"Infant formula, NS as to form (Similac Advance Organic)",14411,"Beverages, water, tap, drinking",59.2
11710361,"Infant formula, ready-to-feed (Similac Advance Organic)",3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",8.5
11710361,"Infant formula, ready-to-feed (Similac Advance Organic)",14411,"Beverages, water, tap, drinking",59.2
11710363,"Infant formula, powder, made with water, NFS (Similac Advance Organic)",3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",8.5
11710363,"Infant formula, powder, made with water, NFS (Similac Advance Organic)",14411,"Beverages, water, tap, drinking",59.2
11710367,"Infant formula, powder, made with tap water (Similac Advance Organic)",3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",8.5
11710367,"Infant formula, powder, made with tap water (Similac Advance Organic)",14411,"Beverages, water, tap, drinking",59.2
11710368,"Infant formula, powder, made with plain bottled water (Similac Advance Organic)",3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",8.5
11710368,"Infant formula, powder, made with plain bottled water (Similac Advance Organic)",14555,"Water, bottled, generic",59.2
11710369,"Infant formula, powder, made with baby water (Similac Advance Organic)",3024,"Babyfood, water, bottled, GERBER, without added fluoride",59.2
