parent_foodcode,parent_desc,ingred_code,ingred_desc,ingred_wt
11460150,"Yogurt, frozen, NS as to flavor, lowfat milk",1298,"Yogurt, frozen, flavors other than chocolate, lowfat",100
11460160,"Yogurt, frozen, chocolate, lowfat milk",1117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",81.8
11460160,"Yogurt, frozen, chocolate, lowfat milk",19166,"Cocoa, dry powder, unsweetened, processed with alkali",5.2
11460160,"Yogurt, frozen, chocolate, lowfat milk",19335,"Sugars, granulated",13
11460170,"Yogurt, frozen, flavors other than chocolate, lowfat milk",1298,"Yogurt, frozen, flavors other than chocolate, lowfat",100
11460190,"Yogurt, frozen, NS as to flavor, nonfat milk",1118,"Yogurt, plain, skim milk, 13 grams protein per 8 ounce",44
11460190,"Yogurt, frozen, NS as to flavor, nonfat milk",19335,"Sugars, granulated",13
11460190,"Yogurt, frozen, NS as to flavor, nonfat milk",42185,"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",44
11460200,"Yogurt, frozen, chocolate, nonfat milk",42185,"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",100
11460250,"Yogurt, frozen, flavors other than chocolate, with sorbet or sorbet-coated",19088,"Ice creams, vanilla, light",70
11460250,"Yogurt, frozen, flavors other than chocolate, with sorbet or sorbet-coated",19263,"Frozen novelties, fruit and juice bars",30
11460300,"Yogurt, frozen, flavors other than chocolate, nonfat milk",1235,"Yogurt, frozen, flavors not chocolate, nonfat milk, with low-calorie sweetener",100
11460400,"Yogurt, frozen, chocolate, nonfat milk, with low-calorie sweetener",42185,"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",100
11460410,"Yogurt, frozen, flavors other than chocolate, nonfat milk, with low-calorie sweetener",1235,"Yogurt, frozen, flavors not chocolate, nonfat milk, with low-calorie sweetener",100
11460420,"Yogurt, frozen, NS as to flavor, whole milk",42187,"Frozen yogurts, flavors other than chocolate",100
11460430,"Yogurt, frozen, chocolate, whole milk",42186,"Frozen yogurts, chocolate",100
11460440,"Yogurt, frozen, flavors other than chocolate, whole milk",42187,"Frozen yogurts, flavors other than chocolate",100
11461000,"Yogurt, frozen, chocolate-coated",4659,"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",11.9
11461000,"Yogurt, frozen, chocolate-coated",19293,"Frozen yogurts, vanilla, soft-serve",77.6
11461000,"Yogurt, frozen, chocolate-coated",19335,"Sugars, granulated",9.8
11461000,"Yogurt, frozen, chocolate-coated",19860,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",0.7
11461270,"Yogurt, frozen, cone, flavors other than chocolate, lowfat milk",1117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",75.3
11461270,"Yogurt, frozen, cone, flavors other than chocolate, lowfat milk",18271,"Ice cream cones, cake or wafer-type",4.7
11461280,"Yogurt, frozen, cone, chocolate, lowfat milk",1117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",61.5954
11461280,"Yogurt, frozen, cone, chocolate, lowfat milk",18271,"Ice cream cones, cake or wafer-type",4.7
11461280,"Yogurt, frozen, cone, chocolate, lowfat milk",19166,"Cocoa, dry powder, unsweetened, processed with alkali",3.9156
11461280,"Yogurt, frozen, cone, chocolate, lowfat milk",19335,"Sugars, granulated",9.789
13127000,"Dippin' Dots, flash frozen ice cream snacks, flavors other than chocolate",19095,"Ice creams, vanilla",100
13127010,"Dippin' Dots, flash frozen ice cream snacks, chocolate",19270,"Ice creams, chocolate",100
13142000,"Milk dessert bar or stick, frozen, with coconut",1053,"Cream, fluid, heavy whipping",2
13142000,"Milk dessert bar or stick, frozen, with coconut",1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",12
13142000,"Milk dessert bar or stick, frozen, with coconut",1211,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",15
13142000,"Milk dessert bar or stick, frozen, with coconut",12109,"Nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",16.5
13142000,"Milk dessert bar or stick, frozen, with coconut",14429,"Water, tap, municipal",48.8
13142000,"Milk dessert bar or stick, frozen, with coconut",19335,"Sugars, granulated",5.7
13161000,"Milk dessert bar, frozen, made from lowfat milk",1244,"Milk dessert bar, frozen, made from lowfat milk",100
13161500,"Milk dessert sandwich bar, frozen, made from lowfat milk",4651,"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",0.6
13161500,"Milk dessert sandwich bar, frozen, made from lowfat milk",19096,"Ice creams, vanilla, light, soft-serve",76.2
13161500,"Milk dessert sandwich bar, frozen, made from lowfat milk",19335,"Sugars, granulated",7.1
13161500,"Milk dessert sandwich bar, frozen, made from lowfat milk",19860,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",1.6
13161500,"Milk dessert sandwich bar, frozen, made from lowfat milk",20481,"Wheat flour, white, all-purpose, unenriched",14.5
13161520,"Milk dessert sandwich bar, frozen, with low-calorie sweetener, made from lowfat milk",18157,"Cookies, chocolate wafers",62
13161520,"Milk dessert sandwich bar, frozen, with low-calorie sweetener, made from lowfat milk",19096,"Ice creams, vanilla, light, soft-serve",38
28110340,"Salisbury steak with gravy, potatoes, vegetable, soup or macaroni and cheese, dessert, frozen meal",1211,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",4.5
28110340,"Salisbury steak with gravy, potatoes, vegetable, soup or macaroni and cheese, dessert, frozen meal",2047,"Salt, table",2.3
28110340,"Salisbury steak with gravy, potatoes, vegetable, soup or macaroni and cheese, dessert, frozen meal",5009,"Chicken, broilers or fryers, meat and skin, cooked, roasted",2.3
28110340,"Salisbury steak with gravy, potatoes, vegetable, soup or macaroni and cheese, dessert, frozen meal",6194,"Soup, chicken broth, ready-to-serve",30.2
28110340,"Salisbury steak with gravy, potatoes, vegetable, soup or macaroni and cheese, dessert, frozen meal",6413,"Soup, chicken broth, canned, prepared with equal volume water",48.4
28110340,"Salisbury steak with gravy, potatoes, vegetable, soup or macaroni and cheese, dessert, frozen meal",9237,"Peaches, canned, water pack, solids and liquids",27.2
28110340,"Salisbury steak with gravy, potatoes, vegetable, soup or macaroni and cheese, dessert, frozen meal",11305,"Peas, green, cooked, boiled, drained, without salt",27.2
28110340,"Salisbury steak with gravy, potatoes, vegetable, soup or macaroni and cheese, dessert, frozen meal",11379,"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and butter added",123.5
28110340,"Salisbury steak with gravy, potatoes, vegetable, soup or macaroni and cheese, dessert, frozen meal",14429,"Water, tap, municipal",48.4
28110340,"Salisbury steak with gravy, potatoes, vegetable, soup or macaroni and cheese, dessert, frozen meal",16117,"Soy flour, defatted",4.5
28110340,"Salisbury steak with gravy, potatoes, vegetable, soup or macaroni and cheese, dessert, frozen meal",18079,"Bread crumbs, dry, grated, plain",4.5
28110340,"Salisbury steak with gravy, potatoes, vegetable, soup or macaroni and cheese, dessert, frozen meal",19335,"Sugars, granulated",4.5
28110340,"Salisbury steak with gravy, potatoes, vegetable, soup or macaroni and cheese, dessert, frozen meal",20081,"Wheat flour, white, all-purpose, enriched, bleached",9.2
28110340,"Salisbury steak with gravy, potatoes, vegetable, soup or macaroni and cheese, dessert, frozen meal",20110,"Noodles, egg, enriched, cooked",22.7
28110340,"Salisbury steak with gravy, potatoes, vegetable, soup or macaroni and cheese, dessert, frozen meal",23578,"Beef, ground, 75% lean meat / 25% fat, patty, cooked, broiled",70.8
28110640,"Meatballs, Swedish, in sauce, with noodles, frozen meal",1001,"Butter, salted",2.83
28110640,"Meatballs, Swedish, in sauce, with noodles, frozen meal",1049,"Cream, fluid, half and half",39.62
28110640,"Meatballs, Swedish, in sauce, with noodles, frozen meal",1212,"Milk, dry, whole, without added vitamin D",2.83
28110640,"Meatballs, Swedish, in sauce, with noodles, frozen meal",2020,"Spices, garlic powder",1.98
28110640,"Meatballs, Swedish, in sauce, with noodles, frozen meal",2047,"Salt, table",1.5
28110640,"Meatballs, Swedish, in sauce, with noodles, frozen meal",4542,"Fat, chicken",2.83
28110640,"Meatballs, Swedish, in sauce, with noodles, frozen meal",6008,"Soup, beef broth or bouillon canned, ready-to-serve",2.83
28110640,"Meatballs, Swedish, in sauce, with noodles, frozen meal",11288,"Onions, frozen, chopped, cooked, boiled, drained, without salt",2.83
28110640,"Meatballs, Swedish, in sauce, with noodles, frozen meal",14057,"Alcoholic beverage, wine, dessert, sweet",1.98
28110640,"Meatballs, Swedish, in sauce, with noodles, frozen meal",14429,"Water, tap, municipal",42.45
28110640,"Meatballs, Swedish, in sauce, with noodles, frozen meal",18079,"Bread crumbs, dry, grated, plain",14.15
28110640,"Meatballs, Swedish, in sauce, with noodles, frozen meal",20027,Cornstarch,1.98
28110640,"Meatballs, Swedish, in sauce, with noodles, frozen meal",20081,"Wheat flour, white, all-purpose, enriched, bleached",1.98
28110640,"Meatballs, Swedish, in sauce, with noodles, frozen meal",20110,"Noodles, egg, enriched, cooked",70.75
28110640,"Meatballs, Swedish, in sauce, with noodles, frozen meal",23580,"Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned",90.56
28130000,"Veal dinner, NFS, frozen meal",1033,"Cheese, parmesan, hard",0.2240143369
28130000,"Veal dinner, NFS, frozen meal",1038,"Cheese, romano",0.2240143369
28130000,"Veal dinner, NFS, frozen meal",1129,"Egg, whole, cooked, hard-boiled",1.792114695
28130000,"Veal dinner, NFS, frozen meal",2047,"Salt, table",0.8064516129
28130000,"Veal dinner, NFS, frozen meal",4034,"Oil, soybean, salad or cooking, (partially hydrogenated)",3.897849462
28130000,"Veal dinner, NFS, frozen meal",11125,"Carrots, cooked, boiled, drained, without salt",3.897849462
28130000,"Veal dinner, NFS, frozen meal",11144,"Celery, cooked, boiled, drained, without salt",3.897849462
28130000,"Veal dinner, NFS, frozen meal",11284,"Onions, dehydrated flakes",0.2240143369
28130000,"Veal dinner, NFS, frozen meal",11530,"Tomatoes, red, ripe, cooked",15.32258065
28130000,"Veal dinner, NFS, frozen meal",11547,"Tomato products, canned, puree, without salt added",15.32258065
28130000,"Veal dinner, NFS, frozen meal",14429,"Water, tap, municipal",15.32258065
28130000,"Veal dinner, NFS, frozen meal",17136,"Veal, sirloin, separable lean and fat, cooked, roasted",15.32258065
28130000,"Veal dinner, NFS, frozen meal",18079,"Bread crumbs, dry, grated, plain",3.897849462
28130000,"Veal dinner, NFS, frozen meal",19335,"Sugars, granulated",0.2240143369
28130000,"Veal dinner, NFS, frozen meal",20027,Cornstarch,0.2240143369
28130000,"Veal dinner, NFS, frozen meal",20121,"Pasta, cooked, enriched, without added salt",19.39964158
28133110,"Veal, breaded, with spaghetti, in tomato sauce, frozen meal",1033,"Cheese, parmesan, hard",0.5
28133110,"Veal, breaded, with spaghetti, in tomato sauce, frozen meal",1038,"Cheese, romano",0.5
28133110,"Veal, breaded, with spaghetti, in tomato sauce, frozen meal",1129,"Egg, whole, cooked, hard-boiled",4
28133110,"Veal, breaded, with spaghetti, in tomato sauce, frozen meal",2047,"Salt, table",1.8
28133110,"Veal, breaded, with spaghetti, in tomato sauce, frozen meal",4034,"Oil, soybean, salad or cooking, (partially hydrogenated)",8.7
28133110,"Veal, breaded, with spaghetti, in tomato sauce, frozen meal",11125,"Carrots, cooked, boiled, drained, without salt",8.7
28133110,"Veal, breaded, with spaghetti, in tomato sauce, frozen meal",11144,"Celery, cooked, boiled, drained, without salt",8.7
28133110,"Veal, breaded, with spaghetti, in tomato sauce, frozen meal",11284,"Onions, dehydrated flakes",0.5
28133110,"Veal, breaded, with spaghetti, in tomato sauce, frozen meal",11530,"Tomatoes, red, ripe, cooked",34.2
28133110,"Veal, breaded, with spaghetti, in tomato sauce, frozen meal",11547,"Tomato products, canned, puree, without salt added",34.2
28133110,"Veal, breaded, with spaghetti, in tomato sauce, frozen meal",14429,"Water, tap, municipal",34.2
28133110,"Veal, breaded, with spaghetti, in tomato sauce, frozen meal",17136,"Veal, sirloin, separable lean and fat, cooked, roasted",34.2
28133110,"Veal, breaded, with spaghetti, in tomato sauce, frozen meal",18079,"Bread crumbs, dry, grated, plain",8.7
28133110,"Veal, breaded, with spaghetti, in tomato sauce, frozen meal",19335,"Sugars, granulated",0.5
28133110,"Veal, breaded, with spaghetti, in tomato sauce, frozen meal",20027,Cornstarch,0.5
28133110,"Veal, breaded, with spaghetti, in tomato sauce, frozen meal",20121,"Pasta, cooked, enriched, without added salt",43.3
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",1001,"Butter, salted",1.8
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",1026,"Cheese, mozzarella, whole milk",9.895035552
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",1029,"Cheese, mozzarella, low moisture, part-skim",9.02
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",1032,"Cheese, parmesan, grated",4.341364215
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",1038,"Cheese, romano",3.25
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",1123,"Egg, whole, raw, fresh",5.820609149
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",2047,"Salt, table",1.974618274
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",4322,"Vegetable oil, averaged",2.379173989
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",4610,"Margarine, regular, 80% fat, composite, stick, with salt",9.02
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",9005,"Apples, raw, without skin, cooked, boiled",10.83
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",11061,"Beans, snap, green, frozen, cooked, boiled, drained without salt",50.54
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",11288,"Onions, frozen, chopped, cooked, boiled, drained, without salt",1.8
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",11530,"Tomatoes, red, ripe, cooked",50.54
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",11547,"Tomato products, canned, puree, without salt added",18.05
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",11549,"Tomato products, canned, sauce",24.7521404
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",14429,"Water, tap, municipal",43.32
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",17104,"Veal, loin, separable lean and fat, raw",39.60342465
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",18079,"Bread crumbs, dry, grated, plain",4.71469341
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",18173,"Cookies, graham crackers, plain or honey (includes cinnamon)",9.02
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",19335,"Sugars, granulated",9.02
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",20027,Cornstarch,3.61
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",20081,"Wheat flour, white, all-purpose, enriched, bleached",1.818940359
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",20110,"Noodles, egg, enriched, cooked",43.32
28133340,"Veal parmigiana with vegetable, fettuccine alfredo, dessert, frozen meal",20481,"Wheat flour, white, all-purpose, unenriched",1.8
28140150,"Chicken divan, frozen meal",1009,"Cheese, cheddar",12
28140150,"Chicken divan, frozen meal",1033,"Cheese, parmesan, hard",1.2
28140150,"Chicken divan, frozen meal",1211,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",115.7
28140150,"Chicken divan, frozen meal",2047,"Salt, table",1.2
28140150,"Chicken divan, frozen meal",5004,"Chicken, broilers or fryers, meat and skin and giblets and neck, roasted",45.8
28140150,"Chicken divan, frozen meal",5047,"Chicken, broilers or fryers, separable fat, raw",10.8
28140150,"Chicken divan, frozen meal",11091,"Broccoli, cooked, boiled, drained, without salt",28.9
28140150,"Chicken divan, frozen meal",20027,Cornstarch,1.2
28140150,"Chicken divan, frozen meal",20081,"Wheat flour, white, all-purpose, enriched, bleached",7.2
28140250,"Chicken, boneless, with gravy, dressing, rice, vegetable, dessert, frozen meal",4542,"Fat, chicken",17
28140250,"Chicken, boneless, with gravy, dressing, rice, vegetable, dessert, frozen meal",5013,"Chicken, broilers or fryers, meat only, roasted",110
28140250,"Chicken, boneless, with gravy, dressing, rice, vegetable, dessert, frozen meal",6194,"Soup, chicken broth, ready-to-serve",80
28140250,"Chicken, boneless, with gravy, dressing, rice, vegetable, dessert, frozen meal",9019,"Applesauce, canned, unsweetened, without added ascorbic acid (includes USDA commodity)",7
28140250,"Chicken, boneless, with gravy, dressing, rice, vegetable, dessert, frozen meal",9066,"Cherries, sour, red, canned, heavy syrup pack, solids and liquids",30
28140250,"Chicken, boneless, with gravy, dressing, rice, vegetable, dessert, frozen meal",11305,"Peas, green, cooked, boiled, drained, without salt",80
28140250,"Chicken, boneless, with gravy, dressing, rice, vegetable, dessert, frozen meal",14429,"Water, tap, municipal",20
28140250,"Chicken, boneless, with gravy, dressing, rice, vegetable, dessert, frozen meal",18081,"Bread stuffing, bread, dry mix",65
28140250,"Chicken, boneless, with gravy, dressing, rice, vegetable, dessert, frozen meal",18173,"Cookies, graham crackers, plain or honey (includes cinnamon)",7
28140250,"Chicken, boneless, with gravy, dressing, rice, vegetable, dessert, frozen meal",19335,"Sugars, granulated",7
28140250,"Chicken, boneless, with gravy, dressing, rice, vegetable, dessert, frozen meal",20045,"Rice, white, long-grain, regular, enriched, cooked",80
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",1026,"Cheese, mozzarella, whole milk",3.26
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",1032,"Cheese, parmesan, grated",1.63
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",1038,"Cheese, romano",1.63
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",1053,"Cream, fluid, heavy whipping",10.26
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",1129,"Egg, whole, cooked, hard-boiled",1.63
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",2047,"Salt, table",1.63
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",4610,"Margarine, regular, 80% fat, composite, stick, with salt",8.52
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",4652,"Oil, industrial, soy ( partially hydrogenated), all purpose",1.63
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",5064,"Chicken, broilers or fryers, breast, meat only, cooked, roasted",75.128
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",11061,"Beans, snap, green, frozen, cooked, boiled, drained without salt",88.02
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",11530,"Tomatoes, red, ripe, cooked",37.49
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",11823,"Peppers, sweet, red, cooked, boiled, drained, without salt",1.63
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",14429,"Water, tap, municipal",34.86
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",16115,"Soy flour, full-fat, raw",1.63
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",18079,"Bread crumbs, dry, grated, plain",3.26
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",19335,"Sugars, granulated",1.63
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",20027,Cornstarch,1.63
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",20110,"Noodles, egg, enriched, cooked",48.9
28140730,"Chicken patty, breaded, with tomato sauce and cheese, fettuccine alfredo, vegetable, frozen meal",20481,"Wheat flour, white, all-purpose, unenriched",1.63
28141050,"Chicken patty parmigiana, breaded, with vegetable, diet frozen meal",1029,"Cheese, mozzarella, low moisture, part-skim",27.12
28141050,"Chicken patty parmigiana, breaded, with vegetable, diet frozen meal",1038,"Cheese, romano",1.13
28141050,"Chicken patty parmigiana, breaded, with vegetable, diet frozen meal",2047,"Salt, table",1.58
28141050,"Chicken patty parmigiana, breaded, with vegetable, diet frozen meal",4518,"Oil, corn, industrial and retail, all purpose salad or cooking",1.58
28141050,"Chicken patty parmigiana, breaded, with vegetable, diet frozen meal",5052,"Chicken, broilers or fryers, back, meat and skin, cooked, stewed",49.72
28141050,"Chicken patty parmigiana, breaded, with vegetable, diet frozen meal",11095,"Broccoli, frozen, spears, cooked, boiled, drained, without salt",27.12
28141050,"Chicken patty parmigiana, breaded, with vegetable, diet frozen meal",11138,"Cauliflower, frozen, cooked, boiled, drained, without salt",27.12
28141050,"Chicken patty parmigiana, breaded, with vegetable, diet frozen meal",11288,"Onions, frozen, chopped, cooked, boiled, drained, without salt",1.13
28141050,"Chicken patty parmigiana, breaded, with vegetable, diet frozen meal",11547,"Tomato products, canned, puree, without salt added",27.12
28141050,"Chicken patty parmigiana, breaded, with vegetable, diet frozen meal",11823,"Peppers, sweet, red, cooked, boiled, drained, without salt",13.56
28141050,"Chicken patty parmigiana, breaded, with vegetable, diet frozen meal",14429,"Water, tap, municipal",27.12
28141050,"Chicken patty parmigiana, breaded, with vegetable, diet frozen meal",18070,"Bread, white, commercially prepared, toasted",13.56
28141600,"Chicken a la king with rice, frozen meal",1050,"Cream, fluid, light (coffee cream or table cream)",48.72123602
28141600,"Chicken a la king with rice, frozen meal",1125,"Egg, yolk, raw, fresh",6.902175103
28141600,"Chicken a la king with rice, frozen meal",1151,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",49.73626177
28141600,"Chicken a la king with rice, frozen meal",2047,"Salt, table",1.218030901
28141600,"Chicken a la king with rice, frozen meal",4610,"Margarine, regular, 80% fat, composite, stick, with salt",36.17855
28141600,"Chicken a la king with rice, frozen meal",4691,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",6.38445
28141600,"Chicken a la king with rice, frozen meal",5000,"Chicken, broiler, rotisserie, BBQ, breast meat only",67.5
28141600,"Chicken a la king with rice, frozen meal",5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",27
28141600,"Chicken a la king with rice, frozen meal",5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",40.5
28141600,"Chicken a la king with rice, frozen meal",6194,"Soup, chicken broth, ready-to-serve",16.27289283
28141600,"Chicken a la king with rice, frozen meal",11264,"Mushrooms, canned, drained solids",31.66880342
28141600,"Chicken a la king with rice, frozen meal",11943,"Pimento, canned",4.872123602
28141600,"Chicken a la king with rice, frozen meal",20081,"Wheat flour, white, all-purpose, enriched, bleached",9.516069416
28141600,"Chicken a la king with rice, frozen meal",20345,"Rice, white, long-grain, regular, cooked, enriched, with salt",158
28141610,"Chicken and vegetables in cream or white sauce, diet frozen meal",1151,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",76.54
28141610,"Chicken and vegetables in cream or white sauce, diet frozen meal",2047,"Salt, table",1.28
28141610,"Chicken and vegetables in cream or white sauce, diet frozen meal",4518,"Oil, corn, industrial and retail, all purpose salad or cooking",2.55
28141610,"Chicken and vegetables in cream or white sauce, diet frozen meal",5014,"Chicken, broilers or fryers, meat only, stewed",76.54
28141610,"Chicken and vegetables in cream or white sauce, diet frozen meal",6413,"Soup, chicken broth, canned, prepared with equal volume water",2.55
28141610,"Chicken and vegetables in cream or white sauce, diet frozen meal",11144,"Celery, cooked, boiled, drained, without salt",15.31
28141610,"Chicken and vegetables in cream or white sauce, diet frozen meal",11261,"Mushrooms, white, cooked, boiled, drained, without salt",17.86
28141610,"Chicken and vegetables in cream or white sauce, diet frozen meal",11313,"Peas, green, frozen, cooked, boiled, drained, without salt",17.86
28141610,"Chicken and vegetables in cream or white sauce, diet frozen meal",11334,"Peppers, sweet, green, cooked, boiled, drained, without salt",1.79
28141610,"Chicken and vegetables in cream or white sauce, diet frozen meal",11823,"Peppers, sweet, red, cooked, boiled, drained, without salt",15.31
28141610,"Chicken and vegetables in cream or white sauce, diet frozen meal",14429,"Water, tap, municipal",17.86
28141610,"Chicken and vegetables in cream or white sauce, diet frozen meal",16122,Soy protein isolate,1.79
28141610,"Chicken and vegetables in cream or white sauce, diet frozen meal",20027,Cornstarch,5.1
28141610,"Chicken and vegetables in cream or white sauce, diet frozen meal",20481,"Wheat flour, white, all-purpose, unenriched",1.79
28143110,"Chicken cacciatore with noodles, diet frozen meal",2047,"Salt, table",2.16
28143110,"Chicken cacciatore with noodles, diet frozen meal",4610,"Margarine, regular, 80% fat, composite, stick, with salt",2.16
28143110,"Chicken cacciatore with noodles, diet frozen meal",5045,"Chicken, broilers or fryers, dark meat, meat only, cooked, roasted",61.6
28143110,"Chicken cacciatore with noodles, diet frozen meal",5047,"Chicken, broilers or fryers, separable fat, raw",1.54
28143110,"Chicken cacciatore with noodles, diet frozen meal",11261,"Mushrooms, white, cooked, boiled, drained, without salt",46.2
28143110,"Chicken cacciatore with noodles, diet frozen meal",11283,"Onions, cooked, boiled, drained, without salt",21.56
28143110,"Chicken cacciatore with noodles, diet frozen meal",11334,"Peppers, sweet, green, cooked, boiled, drained, without salt",9.24
28143110,"Chicken cacciatore with noodles, diet frozen meal",11530,"Tomatoes, red, ripe, cooked",67.76
28143110,"Chicken cacciatore with noodles, diet frozen meal",11547,"Tomato products, canned, puree, without salt added",3.08
28143110,"Chicken cacciatore with noodles, diet frozen meal",14084,"Alcoholic beverage, wine, table, all",3.08
28143110,"Chicken cacciatore with noodles, diet frozen meal",14429,"Water, tap, municipal",15.4
28143110,"Chicken cacciatore with noodles, diet frozen meal",19335,"Sugars, granulated",2.16
28143110,"Chicken cacciatore with noodles, diet frozen meal",20027,Cornstarch,2.16
28143110,"Chicken cacciatore with noodles, diet frozen meal",20121,"Pasta, cooked, enriched, without added salt",67.76
28143210,"Chicken in orange sauce with almond rice, diet frozen meal",1001,"Butter, salted",0.23
28143210,"Chicken in orange sauce with almond rice, diet frozen meal",2047,"Salt, table",1.59
28143210,"Chicken in orange sauce with almond rice, diet frozen meal",5042,"Chicken, broilers or fryers, light meat, meat only, cooked, stewed",79.45
28143210,"Chicken in orange sauce with almond rice, diet frozen meal",5047,"Chicken, broilers or fryers, separable fat, raw",0.28
28143210,"Chicken in orange sauce with almond rice, diet frozen meal",9215,"Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water",18.16
28143210,"Chicken in orange sauce with almond rice, diet frozen meal",11125,"Carrots, cooked, boiled, drained, without salt",9.08
28143210,"Chicken in orange sauce with almond rice, diet frozen meal",11261,"Mushrooms, white, cooked, boiled, drained, without salt",2.27
28143210,"Chicken in orange sauce with almond rice, diet frozen meal",11291,"Onions, spring or scallions (includes tops and bulb), raw",2.27
28143210,"Chicken in orange sauce with almond rice, diet frozen meal",12063,"Nuts, almonds, dry roasted, without salt added",2.27
28143210,"Chicken in orange sauce with almond rice, diet frozen meal",14057,"Alcoholic beverage, wine, dessert, sweet",1.14
28143210,"Chicken in orange sauce with almond rice, diet frozen meal",14429,"Water, tap, municipal",18.52
28143210,"Chicken in orange sauce with almond rice, diet frozen meal",19334,"Sugars, brown",9.08
